技能ID,策划注释,技能名称,技能等级,技能描述,目标选择方式,技能施放概率,法力消耗,技能内置冷却,技能冷却ID,第一次施放,技能类型,附加Impact 1,附加Impact 1概率,选择目标类型,附加Impact 2,附加Impact 2概率,选择目标类型,附加Impact 3,附加Impact 3概率,选择目标类型,附加Impact 4,附加Impact 4概率,选择目标类型,脚本ID,英雄等级,银币消耗,学习类型,道具消耗ID,道具消耗数量,木材消耗,学习成功率,增加成功率道具,道具增加的成功率,道具最大使用数量,技能出手动作（64以下为出手动作）,技能自身特效,技能受击特效,技能图标,技能施放位置（0为原地，1为到某一列前，2为到目标前，3为到敌方整体区域）,技能受击动作（63以上为受击动作）,技能施放特效,特效的类型（0为只有受击，1为点对点，2为发射物体击中目标消失，3为向固定方向发射物体，4为一个区域的大特效）,施放特效缩放比例,施放特效x偏移量,施放特效y偏移量,施放特效声音,本体特效缩放比例,本体特效x偏移量,本体特效y偏移量,本体特效速度,本体特效声音,受击特效缩放比例,受击特效x偏移量,受击特效y偏移量,受击特效声音,施放特效播放速度,本体特效施放速度,受击特效播放速度,起始x偏移量,起始y偏移量,飞行击中x偏移量,飞行击中y偏移量,
110104,雷神之锤4级,雷神之锤4级,4,连环闪电使敌方全体受到500点魔法伤害,0,10000,50,30,102,1,2,50163,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_leiji,zj_benteng.jpg,0,64,zjz_leishenzhinu,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0.06,zs_leiji.mp3,0.4,0.04,0.04,0,0,0,0,
110105,雷神之锤5级,雷神之锤5级,5,连环闪电使敌方全体受到600点魔法伤害,0,10000,50,30,102,1,2,50164,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,1,-1,-1,-1,80,-1,10,2,1,-1,zjz_leiji,zj_benteng.jpg,0,64,zjz_leishenzhinu,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0.06,zs_leiji.mp3,0.4,0.04,0.04,0,0,0,0,
110106,雷神之锤6级,雷神之锤6级,5,连环闪电使敌方全体受到700点魔法伤害,0,10000,50,30,102,1,2,50165,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,1,-1,-1,-1,80,-1,10,2,1,-1,zjz_leiji,zj_benteng.jpg,0,64,zjz_leishenzhinu,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0.06,zs_leiji.mp3,0.4,0.04,0.04,0,0,0,0,
110107,雷神之锤7级,雷神之锤7级,5,连环闪电使敌方全体受到800点魔法伤害,0,10000,50,30,102,1,2,50166,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,1,-1,-1,-1,80,-1,10,2,1,-1,zjz_leiji,zj_benteng.jpg,0,64,zjz_leishenzhinu,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0.06,zs_leiji.mp3,0.4,0.04,0.04,0,0,0,0,
110108,雷神之锤8级,雷神之锤8级,5,连环闪电使敌方全体受到900点魔法伤害,0,10000,50,30,102,1,2,50167,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,1,-1,-1,-1,80,-1,10,2,1,-1,zjz_leiji,zj_benteng.jpg,0,64,zjz_leishenzhinu,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0.06,zs_leiji.mp3,0.4,0.04,0.04,0,0,0,0,
110109,雷神之锤9级,雷神之锤9级,5,连环闪电使敌方全体受到1000点魔法伤害,0,10000,50,30,102,1,2,50168,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,1,-1,-1,-1,80,-1,10,2,1,-1,zjz_leiji,zj_benteng.jpg,0,64,zjz_leishenzhinu,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0.06,zs_leiji.mp3,0.4,0.04,0.04,0,0,0,0,
110110,雷神之锤10级,雷神之锤10级,5,连环闪电使敌方全体受到1100点魔法伤害,0,10000,50,30,102,1,2,50169,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,1,-1,-1,-1,80,-1,10,2,1,-1,zjz_leiji,zj_benteng.jpg,0,64,zjz_leishenzhinu,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0.06,zs_leiji.mp3,0.4,0.04,0.04,0,0,0,0,
110201,斯嘉蒂之眼,斯嘉蒂之眼,1,霜冻使敌方单体减少速度20%，持续3回合,0,10000,0,10,103,1,2,15101,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_bingshuangxinxing,zj_benteng.jpg,0,64,zjz_bingyan,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110202,斯嘉蒂之眼2级,斯嘉蒂之眼2级,2,霜冻使敌方单体减少速度20%，持续3回合,0,10000,0,10,103,1,2,50171,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_bingshuangxinxing,zj_benteng.jpg,0,64,zjz_bingyan,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110203,斯嘉蒂之眼3级,斯嘉蒂之眼3级,3,霜冻使敌方单体减少速度20%，持续3回合,0,10000,0,10,103,1,2,50172,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_bingshuangxinxing,zj_benteng.jpg,0,64,zjz_bingyan,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110204,斯嘉蒂之眼4级,斯嘉蒂之眼4级,4,霜冻使敌方单体减少速度20%，持续3回合,0,10000,0,10,103,1,2,50173,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_bingshuangxinxing,zj_benteng.jpg,0,64,zjz_bingyan,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110205,斯嘉蒂之眼5级,斯嘉蒂之眼5级,5,霜冻使敌方单体减少速度20%，持续3回合,0,10000,0,10,103,1,2,50174,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,1,-1,-1,-1,80,-1,10,2,1,-1,zjz_bingshuangxinxing,zj_benteng.jpg,0,64,zjz_bingyan,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110206,斯嘉蒂之眼6级,斯嘉蒂之眼6级,5,霜冻使敌方单体减少速度20%，持续3回合,0,10000,0,10,103,1,2,50175,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,1,-1,-1,-1,80,-1,10,2,1,-1,zjz_bingshuangxinxing,zj_benteng.jpg,0,64,zjz_bingyan,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110207,斯嘉蒂之眼7级,斯嘉蒂之眼7级,5,霜冻使敌方单体减少速度20%，持续3回合,0,10000,0,10,103,1,2,50176,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,1,-1,-1,-1,80,-1,10,2,1,-1,zjz_bingshuangxinxing,zj_benteng.jpg,0,64,zjz_bingyan,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110208,斯嘉蒂之眼8级,斯嘉蒂之眼8级,5,霜冻使敌方单体减少速度20%，持续3回合,0,10000,0,10,103,1,2,50177,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,1,-1,-1,-1,80,-1,10,2,1,-1,zjz_bingshuangxinxing,zj_benteng.jpg,0,64,zjz_bingyan,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110209,斯嘉蒂之眼9级,斯嘉蒂之眼9级,5,霜冻使敌方单体减少速度20%，持续3回合,0,10000,0,10,103,1,2,50178,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,1,-1,-1,-1,80,-1,10,2,1,-1,zjz_bingshuangxinxing,zj_benteng.jpg,0,64,zjz_bingyan,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110210,斯嘉蒂之眼10级,斯嘉蒂之眼10级,5,霜冻使敌方单体减少速度20%，持续3回合,0,10000,0,10,103,1,2,50179,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,1,-1,-1,-1,80,-1,10,2,1,-1,zjz_bingshuangxinxing,zj_benteng.jpg,0,64,zjz_bingyan,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110301,散华,散华,1,主动对目标使用使其残废，削弱其攻击速度20%，持续3回合,0,1500,0,10,104,1,2,15201,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_shuailao,zj_benteng.jpg,0,64,zjz_sanhua,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,zs_shuailao.mp3,0.4,0.04,0.04,0,0,0,0,
110401,支配头盔,支配头盔,1,攻击敌人使自身瞬间恢复100点生命值,-1,10000,0,10,105,1,2,15301,10000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,-1,zj_benteng.jpg,0,64,zjz_zhipei,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110501,漩涡,漩涡,1,连环闪电使敌方全体受到120点魔法伤害,0,2500,0,10,106,1,2,15401,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_leiji,zj_benteng.jpg,0,64,zjz_leicui,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0.06,zs_leiji.mp3,0.4,0.04,0.04,0,0,0,0,
110601,黯灭,黯灭,1,减少单体物理防御30点物理免疫30点，持续15回合,0,10000,0,10,107,1,2,15501,10000,3,15502,10000,3,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_anmie,0,3,0,0,zs_anmie.mp3,3,0,0,1.25,zs_anmie.mp3,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110602,黯灭2级,黯灭2级,2,减少单体物理防御60点物理免疫30点，持续15回合,0,10000,0,10,107,1,2,50181,10000,3,50191,10000,3,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_anmie,0,3,0,0,zs_anmie.mp3,3,0,0,1.25,zs_anmie.mp3,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110603,黯灭3级,黯灭3级,3,减少单体物理防御120点物理免疫30点，持续15回合,0,10000,0,10,107,1,2,50182,10000,3,50192,10000,3,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_anmie,0,3,0,0,zs_anmie.mp3,3,0,0,1.25,zs_anmie.mp3,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110604,黯灭4级,黯灭4级,4,减少单体物理防御200点物理免疫30点，持续15回合,0,10000,0,10,107,1,2,50183,10000,3,50193,10000,3,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_anmie,0,3,0,0,zs_anmie.mp3,3,0,0,1.25,zs_anmie.mp3,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110605,黯灭5级,黯灭5级,5,减少单体物理防御300点物理免疫30点，持续15回合,0,10000,0,10,107,1,2,50184,10000,3,50194,10000,3,-1,-1,-1,-1,-1,-1,-1,5,100,1,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_anmie,0,3,0,0,zs_anmie.mp3,3,0,0,1.25,zs_anmie.mp3,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110606,黯灭6级,黯灭6级,5,减少单体物理防御400点物理免疫30点，持续15回合,0,10000,0,10,107,1,2,50185,10000,3,50195,10000,3,-1,-1,-1,-1,-1,-1,-1,5,100,1,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_anmie,0,3,0,0,zs_anmie.mp3,3,0,0,1.25,zs_anmie.mp3,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110607,黯灭7级,黯灭7级,5,减少单体物理防御500点物理免疫30点，持续15回合,0,10000,0,10,107,1,2,50186,10000,3,50196,10000,3,-1,-1,-1,-1,-1,-1,-1,5,100,1,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_anmie,0,3,0,0,zs_anmie.mp3,3,0,0,1.25,zs_anmie.mp3,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110608,黯灭8级,黯灭8级,5,减少单体物理防御600点物理免疫30点，持续15回合,0,10000,0,10,107,1,2,50187,10000,3,50197,10000,3,-1,-1,-1,-1,-1,-1,-1,5,100,1,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_anmie,0,3,0,0,zs_anmie.mp3,3,0,0,1.25,zs_anmie.mp3,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110609,黯灭9级,黯灭9级,5,减少单体物理防御700点物理免疫30点，持续15回合,0,10000,0,10,107,1,2,50188,10000,3,50198,10000,3,-1,-1,-1,-1,-1,-1,-1,5,100,1,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_anmie,0,3,0,0,zs_anmie.mp3,3,0,0,1.25,zs_anmie.mp3,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110610,黯灭10级,黯灭10级,5,减少单体物理防御800点物理免疫30点，持续15回合,0,10000,0,10,107,1,2,50189,10000,3,50199,10000,3,-1,-1,-1,-1,-1,-1,-1,5,100,1,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_anmie,0,3,0,0,zs_anmie.mp3,3,0,0,1.25,zs_anmie.mp3,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110701,散失之刃,散失之刃,1,使敌方目标受到100点伤害，并减少100点魔法值,0,10000,0,10,108,1,2,15601,10000,3,15602,10000,3,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_sanshi,0,3,0,0,zs_sanshi.mp3,3,0,0,1.25,zs_sanshi.mp3,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110702,散失之刃2级,散失之刃2级,2,使敌方目标受到150点伤害，并减少150点魔法值,0,10000,0,10,108,1,2,50201,10000,3,50211,10000,3,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_sanshi,0,3,0,0,zs_sanshi.mp3,3,0,0,1.25,zs_sanshi.mp3,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110703,散失之刃3级,散失之刃3级,3,使敌方目标受到250点伤害，并减少250点魔法值,0,10000,0,10,108,1,2,50202,10000,3,50212,10000,3,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_sanshi,0,3,0,0,zs_sanshi.mp3,3,0,0,1.25,zs_sanshi.mp3,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110704,散失之刃4级,散失之刃4级,4,使敌方目标受到375点伤害，并减少375点魔法值,0,10000,0,10,108,1,2,50203,10000,3,50213,10000,3,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_sanshi,0,3,0,0,zs_sanshi.mp3,3,0,0,1.25,zs_sanshi.mp3,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110705,散失之刃5级,散失之刃5级,5,使敌方目标受到450点伤害，并减少450点魔法值,0,10000,0,10,108,1,2,50204,10000,3,50214,10000,3,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_sanshi,0,3,0,0,zs_sanshi.mp3,3,0,0,1.25,zs_sanshi.mp3,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110706,散失之刃6级,散失之刃6级,5,使敌方目标受到575点伤害，并减少575点魔法值,0,10000,0,10,108,1,2,50205,10000,3,50215,10000,3,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_sanshi,0,3,0,0,zs_sanshi.mp3,3,0,0,1.25,zs_sanshi.mp3,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110707,散失之刃7级,散失之刃7级,5,使敌方目标受到700点伤害，并减少700点魔法值,0,10000,0,10,108,1,2,50206,10000,3,50216,10000,3,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_sanshi,0,3,0,0,zs_sanshi.mp3,3,0,0,1.25,zs_sanshi.mp3,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110708,散失之刃8级,散失之刃8级,5,使敌方目标受到825点伤害，并减少825点魔法值,0,10000,0,10,108,1,2,50207,10000,3,50217,10000,3,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_sanshi,0,3,0,0,zs_sanshi.mp3,3,0,0,1.25,zs_sanshi.mp3,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110709,散失之刃9级,散失之刃9级,5,使敌方目标受到950点伤害，并减少950点魔法值,0,10000,0,10,108,1,2,50208,10000,3,50218,10000,3,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_sanshi,0,3,0,0,zs_sanshi.mp3,3,0,0,1.25,zs_sanshi.mp3,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110710,散失之刃10级,散失之刃10级,5,使敌方目标受到1075点伤害，并减少1075点魔法值,0,10000,0,10,108,1,2,50209,10000,3,50219,10000,3,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_sanshi,0,3,0,0,zs_sanshi.mp3,3,0,0,1.25,zs_sanshi.mp3,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110801,天堂之戟,天堂之戟,1,使目标残废，削弱其攻击速度20%，持续3回合,0,1500,0,10,109,1,2,15701,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_shuailao,zj_benteng.jpg,0,64,zjz_tiantangzhiji,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110802,天堂之戟2级,天堂之戟2级,2,使目标残废，削弱其攻击速度20%，持续3回合,0,1500,0,10,109,1,2,50221,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_shuailao,zj_benteng.jpg,0,64,zjz_tiantangzhiji,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110803,天堂之戟3级,天堂之戟3级,3,使目标残废，削弱其攻击速度20%，持续3回合,0,1500,0,10,109,1,2,50222,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_shuailao,zj_benteng.jpg,0,64,zjz_tiantangzhiji,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110804,天堂之戟4级,天堂之戟4级,4,使目标残废，削弱其攻击速度20%，持续3回合,0,1500,0,10,109,1,2,50223,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_shuailao,zj_benteng.jpg,0,64,zjz_tiantangzhiji,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110805,天堂之戟5级,天堂之戟5级,5,使目标残废，削弱其攻击速度20%，持续3回合,0,1500,0,10,109,1,2,50224,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_shuailao,zj_benteng.jpg,0,64,zjz_tiantangzhiji,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110806,天堂之戟6级,天堂之戟6级,5,使目标残废，削弱其攻击速度20%，持续3回合,0,1500,0,10,109,1,2,50225,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_shuailao,zj_benteng.jpg,0,64,zjz_tiantangzhiji,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110807,天堂之戟7级,天堂之戟7级,5,使目标残废，削弱其攻击速度20%，持续3回合,0,1500,0,10,109,1,2,50226,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_shuailao,zj_benteng.jpg,0,64,zjz_tiantangzhiji,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110808,天堂之戟8级,天堂之戟8级,5,使目标残废，削弱其攻击速度20%，持续3回合,0,1500,0,10,109,1,2,50227,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_shuailao,zj_benteng.jpg,0,64,zjz_tiantangzhiji,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110809,天堂之戟9级,天堂之戟9级,5,使目标残废，削弱其攻击速度20%，持续3回合,0,1500,0,10,109,1,2,50228,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_shuailao,zj_benteng.jpg,0,64,zjz_tiantangzhiji,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110810,天堂之戟10级,天堂之戟10级,5,使目标残废，削弱其攻击速度20%，持续3回合,0,1500,0,10,109,1,2,50229,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_shuailao,zj_benteng.jpg,0,64,zjz_tiantangzhiji,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110901,金箍棒,金箍棒,1,猛击对方单体目标使其受到300点伤害,0,3500,0,10,110,1,2,15801,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_jingubang,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110902,金箍棒2级,金箍棒2级,2,猛击对方单体目标使其受到450点伤害,0,3500,0,10,110,1,2,50231,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_jingubang,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110903,金箍棒3级,金箍棒3级,3,猛击对方单体目标使其受到600点伤害,0,3500,0,10,110,1,2,50232,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_jingubang,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110904,金箍棒4级,金箍棒4级,4,猛击对方单体目标使其受到800点伤害,0,3500,0,10,110,1,2,50233,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_jingubang,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110905,金箍棒5级,金箍棒5级,5,猛击对方单体目标使其受到1000点伤害,0,3500,0,10,110,1,2,50234,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_jingubang,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110906,金箍棒6级,金箍棒6级,5,猛击对方单体目标使其受到1200点伤害,0,3500,0,10,110,1,2,50235,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_jingubang,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110907,金箍棒7级,金箍棒7级,5,猛击对方单体目标使其受到1400点伤害,0,3500,0,10,110,1,2,50236,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_jingubang,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110908,金箍棒8级,金箍棒8级,5,猛击对方单体目标使其受到1600点伤害,0,3500,0,10,110,1,2,50237,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_jingubang,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
110909,金箍棒9级,金箍棒9级,5,猛击对方单体目标使其受到1800点伤害,0,3500,0,10,110,1,2,50238,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_wulimingzhong,zj_benteng.jpg,0,64,zjz_jingubang,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,-1,0.4,0.04,0.04,0,0,0,0,
